证劵代码,证劵简称,交易日期,开盘价,最高价,最低价,收盘价,成交数量(股),
"01166-HKG","星凯控股","2023-08-03","null","null","null","0.034","150",
"01167-HKG","加科思-B","2023-08-03","4.34","4.51","4.27","4.4","2285100",
"01168-HKG","百仕达控股","2023-08-03","0.15","0.151","0.149","0.149","262000",
"01170-HKG","信星集团","2023-08-03","null","null","null","0.89","0",
"01171-HKG","兖矿能源","2023-08-03","11.32","11.4","11.12","11.2","12417125",
"01172-HKG","融太集团","2023-08-03","0.056","0.057","0.051","0.057","200000",
"01173-HKG","威高国际","2023-08-03","null","null","null","0.05","0",
"01176-HKG","珠光控股","2023-08-03","0.68","0.68","0.66","0.68","112000",
"01177-HKG","中国生物制药","2023-08-03","3.36","3.45","3.32","3.44","57340937",
"01179-HKG","华住集团-S","2023-08-03","34.6","35.85","34.6","35.35","3506600",
"01180-HKG","汇彩控股","2023-08-03","1.29","2.1","1.29","1.48","2856400",
"01181-HKG","唐宫中国","2023-08-03","0.55","0.55","0.54","0.54","818000",
"01182-HKG","胜龙国际","2023-08-03","null","null","null","0.215","0",
"01183-HKG","澳能建设","2023-08-03","0.99","1","0.97","0.99","322000",
"01184-HKG","S.A.S. DRAGON","2023-08-03","null","null","null","3.22","0",
"01185-HKG","中国航天万源","2023-08-03","0.081","0.081","0.081","0.081","28000",
"01186-HKG","中国铁建","2023-08-03","5.66","5.74","5.61","5.67","2980760",
"01188-HKG","正道集团","2023-08-03","0.025","0.025","0.024","0.025","6172000",
"01189-HKG","大湾区聚变力量","2023-08-03","0.076","0.076","0.076","0.076","1130000",
"01192-HKG","泰山石化","2023-08-03","null","null","null","null","null",
"01193-HKG","华润燃气","2023-08-03","26","26.4","25.4","25.95","5365725",
"01194-HKG","湾区黄金","2023-08-03","null","null","null","null","null",
"01195-HKG","京维集团","2023-08-03","null","null","null","0.021","0",
"01196-HKG","伟禄集团","2023-08-03","5.59","5.59","5.36","5.58","1164000",
"01198-HKG","皇朝家居","2023-08-03","1.45","1.45","1.3","1.45","52000",
"01199-HKG","中远海运港口","2023-08-03","4.8","4.97","4.8","4.89","1680629",
"01200-HKG","美联集团","2023-08-03","0.75","0.75","0.75","0.75","2000",
"01201-HKG","天臣控股","2023-08-03","0.097","0.105","0.097","0.105","87000",
"01202-HKG","四威科技","2023-08-03","null","null","null","0.8","0",
"01203-HKG","广南(集团)","2023-08-03","0.59","0.6","0.59","0.59","136400",
"01204-HKG","博维智慧","2023-08-03","3.25","3.3","3.18","3.29","178000",
"01205-HKG","中信资源","2023-08-03","0.415","0.415","0.405","0.41","1538250",
"01206-HKG","同方泰德","2023-08-03","0.46","0.495","0.46","0.495","54000",
"01207-HKG","上置集团","2023-08-03","null","null","null","null","null",
"01208-HKG","五矿资源","2023-08-03","2.92","2.94","2.82","2.9","9947600",
"01209-HKG","华润万象生活","2023-08-03","37.9","38.1","37","37.45","1532760",
"01210-HKG","克莉丝汀","2023-08-03","null","null","null","null","null",
"01211-HKG","比亚迪股份","2023-08-03","272","273.8","268","269.8","4670988",
"01213-HKG","万保刚集团","2023-08-03","null","null","null","0.44","0",
"01215-HKG","开源控股","2023-08-03","0.018","0.02","0.018","0.02","1300000",
"01216-HKG","中原银行","2023-08-03","null","null","null","0.38","0",
"01217-HKG","中国创新投资","2023-08-03","null","null","null","0.01","0",
"01218-HKG","永义国际","2023-08-03","4.6","4.6","4.5","4.6","236000",
"01220-HKG","志道国际","2023-08-03","0.022","0.023","0.022","0.023","210000",
"01221-HKG","SINO HOTELS","2023-08-03","1.94","1.94","1.94","1.94","8000",
"01222-HKG","WANG ON GROUP","2023-08-03","0.055","0.06","0.055","0.056","21420000",
"01223-HKG","新沣集团","2023-08-03","0.92","0.92","0.9","0.9","1100000",
"01224-HKG","中渝置地","2023-08-03","1.56","1.65","1.5","1.6","178541",
"01225-HKG","隆成金融","2023-08-03","null","null","null","0.18","0",
"01226-HKG","中国投融资","2023-08-03","0.415","0.415","0.415","0.415","10000",
"01228-HKG","北海康成-B","2023-08-03","1.6","1.7","1.6","1.6","9000",
"01229-HKG","南南资源","2023-08-03","0.163","0.167","0.163","0.167","48000",
"01231-HKG","新矿资源","2023-08-03","0.53","0.57","0.53","0.57","26000",
"01232-HKG","金轮天地控股","2023-08-03","null","null","null","0.084","0",
"01233-HKG","时代中国控股","2023-08-03","0.66","0.68","0.64","0.64","906000",
"01234-HKG","中国利郎","2023-08-03","4.13","4.16","4.11","4.13","26000",
"01235-HKG","专业旅运","2023-08-03","0.167","0.167","0.167","0.167","20000",
"01237-HKG","中科生物","2023-08-03","0.053","0.053","0.053","0.053","60000",
"01238-HKG","宝龙地产","2023-08-03","1.03","1.07","1","1.04","17490000",
"01239-HKG","TEAMWAY INTL GP","2023-08-03","null","null","null","0.068","0",
"01240-HKG","青建国际","2023-08-03","null","null","null","0.31","0",
"01241-HKG","双桦控股","2023-08-03","0.08","0.08","0.08","0.08","70000",
"01243-HKG","宏安地产","2023-08-03","0.057","0.06","0.057","0.06","468000",
"01244-HKG","3D MEDICINES","2023-08-03","44.2","44.55","42","42.6","209522",
"01245-HKG","NIRAKU","2023-08-03","0.265","0.31","0.26","0.305","474000",
"01246-HKG","保集健康","2023-08-03","null","null","null","0.072","0",
"01247-HKG","米格国际控股","2023-08-03","0.67","0.7","0.67","0.69","90000",
"01250-HKG","山高新能源","2023-08-03","3.49","3.53","3.48","3.51","1265114",
"01251-HKG","华油能源","2023-08-03","0.26","0.27","0.26","0.265","636000",
"01252-HKG","中国天瑞水泥","2023-08-03","6.03","6.04","5.93","6.03","316000",
"01253-HKG","中国绿地博大绿泽","2023-08-03","null","null","null","0.208","0",
"01255-HKG","TATA健康","2023-08-03","null","null","null","0.45","0",
"01257-HKG","中国光大绿色环保","2023-08-03","1.26","1.31","1.23","1.25","728000",
"01258-HKG","中国有色矿业","2023-08-03","4.27","4.31","4.13","4.23","4865265",
"01259-HKG","未来发展控股","2023-08-03","null","null","null","0.034","0",
"01260-HKG","皓天财经集团","2023-08-03","0.204","0.204","0.203","0.203","38000",
"01262-HKG","蜡笔小新食品","2023-08-03","null","null","null","0.234","0",
"01263-HKG","栢能集团","2023-08-03","3.77","3.8","3.72","3.76","168000",
"01265-HKG","天津津燃公用","2023-08-03","null","null","null","0.29","0",
"01266-HKG","西王特钢","2023-08-03","0.024","0.025","0.023","0.024","8226000",
"01268-HKG","美东汽车","2023-08-03","8.34","8.36","8.12","8.23","2705050",
"01269-HKG","首控集团","2023-08-03","null","null","null","0.06","0",
"01270-HKG","朗廷-SS","2023-08-03","1","1.03","1","1.01","150000",
"01271-HKG","佳明集团控股","2023-08-03","4.96","4.98","4.88","4.98","10000",
"01272-HKG","大唐环境","2023-08-03","null","null","null","0.9","0",
"01273-HKG","香港信贷","2023-08-03","null","null","null","0.425","0",
"01277-HKG","力量发展","2023-08-03","0.495","0.5","0.49","0.49","1330000",
"01278-HKG","中国新城镇","2023-08-03","0.052","0.052","0.05","0.052","155000",
"01280-HKG","奇点国际","2023-08-03","0.86","0.86","0.86","0.86","2500",
"01281-HKG","鑫达投资控股","2023-08-03","null","null","null","0.061","0",
"01282-HKG","宝新金融","2023-08-03","0.28","0.29","0.27","0.275","758000",
"01283-HKG","高升集团控股","2023-08-03","1.04","1.05","1.03","1.04","625000",
"01284-HKG","新传企划","2023-08-03","0.72","0.72","0.68","0.7","1905000",
"01285-HKG","嘉士利集团","2023-08-03","null","null","null","1.22","0",
"01286-HKG","鹰普精密","2023-08-03","2.66","2.7","2.63","2.7","92000",
"01288-HKG","农业银行","2023-08-03","2.72","2.76","2.71","2.72","104304383",
"01289-HKG","盛力达科技","2023-08-03","null","null","null","0.8","0",
"01290-HKG","中国汇融","2023-08-03","null","null","null","1.05","0",
"01292-HKG","长安民生物流","2023-08-03","2.17","2.22","1.91","2.19","28000",
"01293-HKG","广汇宝信","2023-08-03","null","null","null","0.28","0",
"01297-HKG","中国擎天软件","2023-08-03","0.355","0.36","0.345","0.345","672000",
"01298-HKG","云能国际","2023-08-03","0.83","1.18","0.61","0.64","201000",
"01299-HKG","友邦保险","2023-08-03","73.8","76.1","73.55","75.3","53455010",
"01300-HKG","俊知集团","2023-08-03","0.54","0.59","0.53","0.53","1290000",
"01301-HKG","德基科技控股","2023-08-03","1.03","1.03","0.99","1.03","6000",
"01302-HKG","先健科技","2023-08-03","2.64","2.64","2.54","2.57","3236000",
"01303-HKG","汇力资源","2023-08-03","null","null","null","0.3","0",
"01305-HKG","伟志控股","2023-08-03","null","null","null","1.29","0",
"01308-HKG","海丰国际","2023-08-03","16.7","16.76","16.08","16.3","3032917",
"01310-HKG","香港宽频","2023-08-03","4.12","4.15","4.1","4.12","1255048",
"01312-HKG","华控康泰","2023-08-03","0.035","0.035","0.035","0.035","90000",
"01313-HKG","华润水泥控股","2023-08-03","3.29","3.41","3.25","3.33","4549418",
"01314-HKG","翠华控股","2023-08-03","0.219","0.219","0.218","0.218","136000",
"01315-HKG","绿色经济","2023-08-03","0.123","0.123","0.123","0.123","10000",
"01316-HKG","耐世特","2023-08-03","5.61","5.64","5.44","5.48","7456000",
"01317-HKG","枫叶教育","2023-08-03","null","null","null","null","null",
"01319-HKG","霭华押业信贷","2023-08-03","null","null","null","0.26","0",
"01321-HKG","中国新城市","2023-08-03","0.96","1.02","0.96","1.02","14000",
"01323-HKG","华盛国际控股","2023-08-03","0.086","0.086","0.083","0.085","4270000",
"01326-HKG","传递娱乐","2023-08-03","null","null","null","0.071","0",
"01327-HKG","励时集团","2023-08-03","null","null","null","0.068","0",
"01328-HKG","金涌投资","2023-08-03","0.042","0.042","0.042","0.042","20000",
"01329-HKG","首创钜大","2023-08-03","null","null","null","0.76","0",
"01330-HKG","绿色动力环保","2023-08-03","2.64","2.65","2.61","2.62","137000",
"01332-HKG","透云生物","2023-08-03","0.62","0.62","0.62","0.62","310000",
"01335-HKG","顺泰控股","2023-08-03","null","null","null","0.096","0",
"01336-HKG","新华保险","2023-08-03","21.85","22.8","21.65","22.35","6445695",
"01338-HKG","霸王集团","2023-08-03","0.054","0.054","0.054","0.054","2000",
"01339-HKG","中国人民保险集团","2023-08-03","2.85","2.89","2.81","2.84","32713075",
"01340-HKG","惠生国际","2023-08-03","null","null","null","0.044","0",
"01341-HKG","昊天国际建投","2023-08-03","0.495","0.52","0.47","0.52","6424000",
"01343-HKG","伟源控股","2023-08-03","0.12","0.123","0.111","0.118","475000",
"01345-HKG","上海先锋控股","2023-08-03","2.49","2.49","2.47","2.49","40000",
"01346-HKG","利华控股集团","2023-08-03","0.77","0.78","0.77","0.78","408000",
"01347-HKG","华虹半导体","2023-08-03","25.3","25.65","25","25.4","7320936",
"01348-HKG","滉达富控股","2023-08-03","0.061","0.061","0.058","0.06","936000",
"01349-HKG","复旦张江","2023-08-03","2.69","2.72","2.66","2.71","2315000",
"01351-HKG","辉煌明天","2023-08-03","0.275","0.28","0.26","0.28","16000",
"01355-HKG","朸浚国际","2023-08-03","0.199","0.199","0.199","0.199","96000",
"01357-HKG","美图公司","2023-08-03","2.65","2.7","2.61","2.63","29140250",
"01358-HKG","普华和顺","2023-08-03","null","null","null","0.67","0",
"01359-HKG","中国信达","2023-08-03","0.81","0.83","0.8","0.82","29376000",
"01360-HKG","诺发集团","2023-08-03","0.016","0.016","0.014","0.016","18225000",
"01361-HKG","361度","2023-08-03","4.42","4.54","4.37","4.46","4592000",
"01362-HKG","新龙移动","2023-08-03","null","null","null","0.35","0",
"01368-HKG","特步国际","2023-08-03","8.31","8.56","8.2","8.43","7588585",
"01370-HKG","奥威控股","2023-08-03","null","null","null","0.7","0",
"01371-HKG","中国生态旅游","2023-08-03","0.63","0.63","0.6","0.61","27013",
"01372-HKG","中国碳中和","2023-08-03","2.1","2.11","2.01","2.01","27000",
"01373-HKG","国际家居零售","2023-08-03","2.69","2.69","2.65","2.68","479338",
"01375-HKG","中州证券","2023-08-03","1.25","1.3","1.24","1.24","15473000",
"01376-HKG","RAFFLESINTERIOR","2023-08-03","0.24","0.255","0.23","0.248","5592000",
"01378-HKG","中国宏桥","2023-08-03","7.2","7.44","7.1","7.25","29671740",
"01379-HKG","温岭工量刃具","2023-08-03","null","null","null","2.99","0",
"01380-HKG","中国金石","2023-08-03","0.36","0.39","0.36","0.37","254000",
"01381-HKG","粤丰环保","2023-08-03","4.5","4.57","4.4","4.41","6338000",
"01382-HKG","互太纺织","2023-08-03","1.9","1.92","1.89","1.91","886000",
"01383-HKG","LET GROUP","2023-08-03","0.165","0.165","0.156","0.156","450000",
"01385-HKG","上海复旦","2023-08-03","20.7","20.75","20.15","20.55","1236500",
"01387-HKG","中国地利","2023-08-03","null","null","null","null","null",
"01388-HKG","安莉芳控股","2023-08-03","0.465","0.49","0.465","0.47","16000",
"01389-HKG","美捷汇控股","2023-08-03","null","null","null","0.031","0",
"01393-HKG","恒鼎实业","2023-08-03","0.28","0.29","0.28","0.29","1427300",
"01395-HKG","强泰环保","2023-08-03","0.159","0.159","0.159","0.159","5000",
"01396-HKG","粤港湾控股","2023-08-03","null","null","null","0.48","0",
"01397-HKG","碧瑶绿色集团","2023-08-03","0.63","0.64","0.62","0.64","28000",
"01398-HKG","工商银行","2023-08-03","3.7","3.72","3.63","3.65","292039499",
"01399-HKG","锐信控股","2023-08-03","0.25","0.25","0.25","0.25","16000",
"01400-HKG","满地科技股份","2023-08-03","1.15","1.15","1.1","1.14","8690000",
"01401-HKG","SPROCOMM INTEL","2023-08-03","1.53","1.53","1.52","1.52","40000",
"01402-HKG","超智能控股","2023-08-03","null","null","null","0.29","0",
"01405-HKG","达势股份","2023-08-03","48.05","48.2","46.9","46.9","10200",
"01406-HKG","清晰医疗","2023-08-03","0.88","0.91","0.88","0.91","6250",
"01407-HKG","交运燃气","2023-08-03","0.59","0.6","0.59","0.6","570000",
"01408-HKG","濠江机电","2023-08-03","0.185","0.185","0.185","0.185","142000",
"01410-HKG","安领国际","2023-08-03","0.7","0.72","0.69","0.69","140000",
"01412-HKG","隽思集团","2023-08-03","1.27","1.27","1.27","1.27","2000",
"01413-HKG","广联工程控股","2023-08-03","0.27","0.27","0.255","0.265","4870000",
"01415-HKG","高伟电子","2023-08-03","14","14.38","13.92","14.02","1451000",
"01416-HKG","CTR HOLDINGS","2023-08-03","null","null","null","0.069","0",
"01417-HKG","浦江中国","2023-08-03","0.44","0.48","0.44","0.48","70000",
"01418-HKG","盛诺集团","2023-08-03","0.105","0.125","0.105","0.109","558000",
"01419-HKG","盈健医疗","2023-08-03","1.86","1.9","1.85","1.87","66000",
"01420-HKG","川控股","2023-08-03","0.099","0.099","0.099","0.099","32000",
"01421-HKG","工盖有限公司","2023-08-03","0.58","0.58","0.57","0.58","35000",
"01425-HKG","捷隆控股","2023-08-03","0.6","0.61","0.58","0.6","3395000",
"01426-HKG","春泉产业信托","2023-08-03","2.15","2.15","2.14","2.15","44000",
"01427-HKG","中国天保集团","2023-08-03","0.228","0.233","0.213","0.23","12000",
"01428-HKG","耀才证券金融","2023-08-03","1.84","1.89","1.83","1.89","2622000",
"01429-HKG","天任集团","2023-08-03","0.061","0.061","0.06","0.06","24000",
"01431-HKG","原生态牧业","2023-08-03","0.141","0.141","0.141","0.141","10000",
"01432-HKG","中国圣牧","2023-08-03","0.305","0.31","0.305","0.305","656000",
"01433-HKG","常达控股","2023-08-03","0.046","0.046","0.046","0.046","490000",
"01439-HKG","移动互联(中国)","2023-08-03","null","null","null","null","null",
"01440-HKG","应星控股","2023-08-03","1.94","1.94","1.93","1.93","40000",
"01442-HKG","鹰辉物流","2023-08-03","null","null","null","1.15","0",
"01443-HKG","富临集团控股","2023-08-03","0.215","0.215","0.215","0.215","8000",
"01446-HKG","鸿福堂","2023-08-03","null","null","null","0.275","0",
"01447-HKG","新福港","2023-08-03","null","null","null","0.6","0",
"01448-HKG","福寿园","2023-08-03","5.93","5.95","5.87","5.9","1431658",
"01449-HKG","立德教育","2023-08-03","null","null","null","0.33","0",
"01450-HKG","交个朋友控股","2023-08-03","1.76","1.91","1.76","1.8","2074000",
"01451-HKG","万成集团股份","2023-08-03","null","null","null","0.73","0",
"01452-HKG","迪诺斯环保","2023-08-03","null","null","null","0.067","0",
"01455-HKG","科利实业控股","2023-08-03","0.24","0.24","0.24","0.24","60000",
"01456-HKG","国联证券","2023-08-03","3.82","4.9","3.82","4.44","53471000",
"01458-HKG","周黑鸭","2023-08-03","3.19","3.26","3.15","3.21","3679500",
"01459-HKG","巨匠建设","2023-08-03","null","null","null","0.58","0",
"01460-HKG","扬科集团","2023-08-03","0.229","0.23","0.229","0.23","1090000",
"01461-HKG","中泰期货","2023-08-03","0.7","0.71","0.67","0.71","103000",
"01463-HKG","C-LINK SQ","2023-08-03","null","null","null","1.58","0",
"01466-HKG","钱唐控股","2023-08-03","0.8","0.81","0.8","0.8","448000",
"01468-HKG","京基金融国际","2023-08-03","1.88","1.88","1.83","1.83","5960000",
